User ID,Cohort Group,Date,Revenue
150,2021-09,2021-12-11,$121.73
151,2021-11,2021-08-30,$30.00
152,2022-01,2023-09-12,$922.08
153,2023-12,2021-11-07,$937.52
154,2023-07,2023-02-09,$972.36
155,2022-10,2021-08-21,$282.20
156,2023-11,2021-11-09,$939.11
157,2023-07,2021-05-13,$890.16
158,2023-05,2022-04-15,$955.09
159,2022-03,2023-09-13,$612.76
160,2021-07,2023-09-24,$534.11
161,2022-02,2023-09-02,$499.12
162,2023-12,2022-07-03,$47.60
163,2023-03,2022-05-10,$473.19
164,2022-07,2021-04-15,$201.66
165,2021-11,2021-06-24,$184.24
166,2022-12,2023-07-05,$295.50
167,2021-12,2023-08-28,$458.75
168,2023-10,2022-11-24,$547.72
169,2021-10,2023-01-22,$248.76
170,2022-05,2022-02-19,$832.68
171,2021-06,2021-03-02,$311.01
172,2021-02,2022-03-08,$919.89
173,2021-11,2022-05-13,$754.76
174,2022-02,2023-12-01,$873.32
175,2022-05,2022-03-28,$657.36
176,2023-05,2021-06-26,$357.93
177,2021-04,2021-07-10,$938.18
178,2023-03,2022-05-14,$834.88
179,2023-01,2023-03-29,$562.42
180,2022-04,2023-02-25,$119.54
181,2022-07,2021-06-23,$417.33
182,2023-09,2022-07-10,$666.64
183,2021-12,2023-10-29,$443.32
184,2023-07,2022-06-01,$209.77
185,2023-02,2022-10-06,$699.82
186,2022-11,2021-12-07,$627.64
187,2023-09,2021-03-22,$872.52
188,2021-01,2023-07-02,$199.33
189,2021-06,2023-07-05,$345.50
190,2023-12,2023-02-01,$854.22
191,2023-05,2023-10-07,$914.94
192,2023-02,2021-01-07,$119.53
193,2022-06,2023-12-08,$122.49
194,2022-12,2023-02-27,$706.01
195,2022-06,2021-07-22,$406.36
196,2022-07,2021-09-29,$587.48
197,2022-05,2023-08-28,$371.95
198,2021-09,2022-11-07,$909.99
199,2021-11,2023-01-13,$571.94
200,2022-04,2022-08-12,$230.64
201,2023-09,2023-06-16,$358.22
202,2023-12,2023-05-09,$425.93
203,2022-11,2022-09-14,$987.51
204,2022-03,2022-05-18,$427.13
205,2023-06,2022-07-22,$864.43
206,2021-12,2021-03-27,$476.68
207,2021-03,2023-08-31,$477.94
208,2023-11,2023-12-28,$99.60
209,2021-09,2022-06-09,$294.47
210,2022-01,2021-08-09,$71.67
211,2021-06,2023-06-05,$339.55
212,2023-11,2022-12-17,$512.48
213,2021-09,2022-05-27,$278.75
214,2023-12,2021-02-17,$35.91
215,2023-06,2023-07-27,$437.89
216,2021-04,2022-11-14,$549.90
217,2022-08,2021-10-14,$633.59
218,2021-11,2021-05-08,$373.27
219,2023-06,2021-04-02,$532.32
220,2021-03,2022-06-29,$812.23
221,2023-08,2023-02-23,$330.99
222,2022-07,2022-09-29,$192.98
223,2021-12,2021-11-04,$870.60
224,2022-05,2022-07-15,$546.36
225,2023-10,2022-03-12,$134.47
226,2023-09,2021-12-12,$431.78
227,2022-12,2023-03-08,$886.52
228,2021-08,2021-04-28,$969.80
229,2021-06,2022-02-06,$721.25
230,2021-07,2023-07-16,$990.34
231,2022-03,2023-12-18,$386.34
232,2022-07,2021-01-07,$994.40
233,2021-04,2022-01-01,$948.79
234,2022-09,2021-12-09,$353.75
235,2022-06,2023-08-05,$719.86
236,2021-03,2022-07-21,$13.00
237,2022-12,2023-08-07,$777.09
238,2022-05,2021-05-02,$494.11
239,2023-03,2023-01-26,$785.73
240,2022-05,2023-12-09,$197.68
241,2023-07,2023-09-03,$894.79
242,2023-03,2022-05-10,$584.92
243,2023-07,2022-11-21,$719.33
244,2022-03,2023-11-12,$349.90
245,2021-02,2023-10-21,$897.44
246,2023-12,2021-06-20,$106.56
247,2021-05,2021-01-07,$75.41
248,2022-01,2022-02-10,$174.53
249,2021-02,2023-03-11,$566.78
250,2021-04,2023-08-17,$538.94
251,2021-01,2021-09-13,$552.65
252,2021-08,2022-07-24,$222.82
253,2021-03,2021-03-09,$34.11
254,2023-12,2022-04-05,$182.64
255,2022-09,2021-09-04,$834.03
256,2021-12,2022-10-26,$153.72
257,2022-05,2021-12-31,$147.45
258,2021-07,2022-10-29,$281.66
259,2022-03,2021-09-21,$693.53
260,2022-03,2021-05-03,$11.82
261,2023-04,2023-05-01,$111.02
262,2023-12,2023-09-14,$728.39
263,2021-03,2022-12-18,$328.66
264,2023-09,2023-02-13,$785.42
265,2022-01,2022-12-01,$578.48
266,2022-05,2021-11-16,$130.67
267,2021-11,2022-11-14,$691.77
268,2021-11,2021-09-10,$25.06
269,2022-12,2021-08-31,$26.58
270,2023-07,2022-06-03,$943.53
271,2022-07,2021-07-03,$414.76
272,2021-07,2021-06-02,$616.87
273,2023-04,2023-10-13,$223.77
274,2021-06,2021-01-02,$206.97
275,2023-03,2022-09-21,$507.00
276,2022-11,2021-05-31,$302.71
277,2021-02,2022-12-08,$900.88
278,2021-03,2023-06-14,$434.10
279,2021-04,2023-07-18,$567.43
280,2023-10,2023-07-25,$397.40
281,2021-10,2023-11-25,$747.86
282,2023-10,2023-05-14,$579.07
283,2021-01,2021-06-11,$390.16
284,2022-09,2023-01-19,$434.92
285,2022-10,2023-12-28,$312.66
286,2021-03,2021-09-18,$886.18
287,2022-06,2022-09-13,$264.52
288,2022-04,2021-10-25,$684.80
289,2023-10,2022-08-28,$625.52
290,2023-01,2023-03-06,$666.72
291,2022-12,2021-07-30,$656.86
292,2021-08,2023-03-02,$507.05
293,2023-09,2023-04-27,$407.71
294,2023-09,2021-01-20,$164.07
295,2021-02,2022-08-03,$452.13
296,2023-09,2022-04-18,$520.59
297,2023-01,2021-06-30,$998.09
298,2022-04,2023-07-29,$447.79
299,2023-05,2022-04-22,$151.39
300,2022-10,2023-12-08,$578.38
301,2022-02,2023-03-27,$208.76
302,2023-08,2023-06-09,$419.71
303,2021-12,2021-10-02,$591.63
304,2022-01,2023-06-21,$340.14
305,2021-01,2023-05-29,$780.18
306,2023-06,2022-09-04,$716.83
307,2023-12,2023-10-14,$408.84
308,2023-02,2022-05-06,$416.54
309,2022-02,2021-09-08,$757.49
310,2021-07,2023-01-25,$233.27
311,2021-05,2021-02-06,$127.30
312,2022-04,2023-03-12,$806.10
313,2021-09,2021-04-19,$640.30
314,2022-12,2022-12-06,$358.17
315,2021-04,2023-04-03,$24.91
316,2023-11,2021-11-10,$558.70
317,2021-08,2021-04-21,$254.96
318,2023-04,2022-08-24,$641.20
319,2022-12,2023-02-07,$685.04
320,2023-01,2023-01-07,$182.94
321,2023-04,2023-06-03,$701.81
322,2022-08,2021-12-25,$177.06
323,2021-11,2023-02-10,$333.59
324,2023-10,2023-05-12,$445.07
325,2022-05,2021-09-21,$854.75
326,2022-09,2022-03-04,$859.96
327,2023-07,2023-07-27,$317.35
328,2023-08,2022-07-25,$581.12
329,2023-09,2022-06-20,$110.68
330,2022-07,2022-12-17,$46.79
331,2022-10,2022-07-26,$120.70
332,2023-10,2023-09-22,$152.24
333,2021-01,2023-09-21,$460.07
334,2022-08,2021-10-26,$894.32
335,2022-01,2021-05-17,$884.42
336,2021-04,2022-01-09,$52.38
337,2022-05,2023-03-05,$156.00
338,2023-05,2023-03-23,$93.11
339,2022-10,2022-01-21,$16.27
340,2023-10,2022-12-20,$69.06
341,2022-02,2022-11-23,$491.89
342,2021-05,2023-03-11,$791.62
343,2022-01,2022-09-23,$185.77
344,2022-11,2021-11-06,$912.12
345,2022-07,2022-12-19,$412.47
346,2023-10,2023-05-02,$463.25
347,2022-05,2021-10-08,$287.39
348,2023-06,2022-07-07,$109.49
349,2023-11,2023-05-16,$650.32
350,2022-04,2022-07-21,$780.71
351,2021-06,2021-06-27,$469.09
352,2023-10,2021-05-05,$658.46
353,2022-06,2023-04-19,$284.90
354,2023-10,2021-07-23,$199.83
355,2023-10,2023-06-05,$971.07
356,2022-05,2021-02-08,$481.31
357,2021-07,2022-12-05,$90.20
358,2022-11,2023-02-06,$172.30
359,2022-06,2022-11-26,$143.69
360,2021-11,2023-09-14,$333.07
361,2023-01,2022-12-13,$598.29
362,2022-05,2023-08-10,$346.93
363,2023-10,2021-09-25,$554.00
364,2023-07,2023-06-03,$306.66
365,2022-12,2022-07-22,$662.13
366,2021-05,2022-02-16,$749.90
367,2022-03,2021-03-11,$245.56
368,2023-04,2023-05-04,$727.82
369,2022-04,2022-03-21,$961.34
370,2021-09,2023-12-11,$214.26
371,2022-02,2023-07-08,$733.14
372,2021-10,2022-06-03,$861.45
373,2022-07,2023-01-19,$807.19
374,2023-04,2021-06-29,$656.12
375,2022-06,2022-11-15,$117.71
376,2022-11,2021-08-30,$502.06
377,2023-11,2023-01-14,$295.97
378,2022-05,2022-01-18,$742.82
379,2023-09,2022-05-02,$47.08
380,2023-02,2021-05-01,$327.72
381,2023-05,2023-12-22,$229.57
382,2023-11,2021-10-10,$961.73
383,2023-01,2023-06-22,$557.10
384,2023-01,2021-07-22,$672.24
385,2021-03,2021-06-01,$445.07
386,2022-01,2022-01-10,$362.68
387,2023-08,2022-10-16,$567.10
388,2022-02,2022-07-21,$332.43
389,2022-05,2022-05-15,$813.77
390,2021-03,2021-12-17,$67.35
391,2021-06,2023-02-17,$789.68
392,2023-09,2023-01-24,$491.48
393,2022-04,2021-05-31,$667.14
394,2021-02,2022-02-03,$485.50
395,2023-10,2021-12-19,$495.18
396,2023-09,2023-12-03,$476.45
397,2023-01,2021-02-21,$870.92
398,2022-12,2023-06-22,$75.36
399,2023-02,2023-10-02,$954.94
400,2022-03,2022-03-04,$272.17
401,2022-12,2021-03-05,$777.44
402,2021-10,2021-07-08,$637.77
403,2022-11,2022-04-04,$363.25
404,2023-10,2022-09-13,$436.51
405,2023-07,2022-02-19,$419.97
406,2021-07,2022-04-28,$626.76
407,2022-05,2023-12-22,$343.84
408,2022-10,2022-09-27,$378.12
409,2023-07,2023-04-22,$759.74
410,2022-04,2023-11-16,$750.40
411,2023-01,2021-12-09,$317.93
412,2023-07,2023-01-25,$293.58
413,2021-06,2023-05-25,$572.06
414,2023-07,2021-09-28,$938.65
415,2023-02,2022-02-11,$535.97
416,2021-06,2022-12-30,$483.87
417,2023-01,2021-03-30,$402.19
418,2021-05,2021-01-08,$808.06
419,2021-11,2022-06-21,$849.96
420,2023-02,2022-02-07,$53.01
421,2022-08,2023-11-03,$99.72
422,2023-08,2021-12-08,$731.24
423,2022-08,2023-04-29,$923.91
424,2022-02,2023-10-27,$522.24
425,2021-08,2021-09-01,$339.85
426,2022-09,2021-05-12,$942.76
427,2023-11,2023-10-28,$719.47
428,2022-11,2023-12-22,$197.75
429,2021-09,2023-06-07,$186.67
430,2022-11,2022-04-29,$149.11
431,2022-05,2022-11-15,$305.51
432,2021-03,2021-05-22,$321.38
433,2021-04,2021-04-16,$234.86
434,2023-02,2023-08-23,$782.54
435,2022-02,2023-08-27,$275.67
436,2023-10,2022-06-08,$316.63
437,2023-02,2022-02-28,$200.09
438,2023-09,2021-11-09,$917.66
439,2021-09,2021-08-13,$790.89
440,2023-02,2021-05-10,$327.50
441,2021-10,2021-02-28,$267.83
442,2021-08,2021-03-06,$536.96
443,2023-01,2021-10-16,$99.24
444,2021-09,2023-07-09,$415.26
445,2023-09,2023-07-11,$320.39
446,2021-01,2021-05-09,$478.68
447,2023-03,2023-06-12,$355.16
448,2023-11,2022-05-31,$926.63
449,2023-06,2022-04-21,$239.91
450,2022-02,2022-07-19,$523.48
451,2021-10,2023-12-15,$190.73
452,2021-10,2021-04-01,$15.61
453,2023-12,2023-11-09,$48.92
454,2021-10,2022-03-05,$385.54
455,2021-06,2021-08-05,$839.64
456,2021-04,2022-01-16,$848.39
457,2023-04,2021-11-09,$160.82
458,2023-12,2023-01-31,$226.31
459,2022-11,2022-03-14,$506.17
460,2022-02,2022-03-03,$125.17
461,2023-06,2023-10-01,$142.16
462,2022-04,2023-12-13,$990.98
463,2022-08,2021-12-12,$186.05
464,2023-05,2022-07-14,$309.32
465,2023-07,2021-06-11,$795.97
466,2021-04,2022-07-10,$499.59
467,2022-03,2023-08-26,$109.33
468,2021-08,2022-11-09,$402.88
469,2021-01,2022-08-07,$89.11
470,2022-11,2022-11-30,$884.30
471,2021-07,2021-10-17,$13.68
472,2021-03,2022-05-17,$799.52
473,2021-02,2021-06-23,$411.75
474,2023-02,2023-11-17,$913.68
475,2022-12,2023-03-21,$708.81
476,2022-12,2022-07-08,$351.08
477,2023-11,2022-07-04,$909.16
478,2021-05,2022-09-16,$551.13
479,2023-04,2022-05-12,$806.74
480,2023-08,2023-12-21,$470.19
481,2021-06,2022-11-03,$610.08
482,2022-02,2023-11-13,$639.69
483,2023-08,2022-03-11,$894.55
484,2022-10,2023-09-10,$486.28
485,2022-04,2022-01-09,$938.37
486,2023-05,2021-01-14,$187.05
487,2023-02,2022-02-23,$201.45
488,2022-12,2023-09-09,$711.70
489,2022-12,2023-06-07,$341.61
490,2023-10,2023-12-11,$143.67
491,2023-08,2023-01-24,$794.57
492,2022-05,2023-06-21,$966.44
493,2021-09,2022-12-11,$586.25
494,2022-02,2021-10-21,$538.06
495,2022-12,2021-01-26,$770.82
496,2023-03,2022-06-20,$206.17
497,2021-05,2022-04-14,$625.84
498,2021-11,2022-06-29,$197.32
499,2022-11,2023-02-28,$70.79
500,2022-08,2021-08-28,$612.88
501,2021-10,2021-03-11,$867.96
502,2022-05,2022-01-02,$649.56
503,2021-09,2023-10-18,$489.31
504,2021-06,2023-10-09,$976.10
505,2021-04,2022-10-20,$716.79
506,2021-06,2022-07-19,$49.12
507,2022-05,2022-12-17,$232.13
508,2022-05,2023-10-30,$122.23
509,2022-11,2023-06-16,$251.85
510,2023-06,2023-04-02,$329.52
511,2022-01,2023-02-13,$888.15
512,2021-07,2023-02-21,$872.48
513,2023-05,2023-09-16,$184.60
514,2022-09,2022-10-13,$845.36
515,2021-01,2022-09-18,$40.58
516,2023-10,2023-12-14,$113.38
517,2022-07,2022-12-03,$176.08
518,2021-04,2021-10-25,$336.10
519,2022-06,2021-12-25,$896.80
520,2023-07,2023-01-01,$369.55
521,2021-11,2022-06-11,$293.39
522,2022-11,2022-12-19,$106.86
523,2023-11,2021-12-02,$882.04
524,2023-01,2021-07-23,$248.20
525,2021-05,2022-04-06,$75.72
526,2023-06,2022-02-20,$755.78
527,2023-07,2022-12-31,$341.18
528,2023-01,2021-02-26,$327.76
529,2021-10,2023-12-13,$85.27
530,2023-12,2023-10-03,$224.34
531,2023-06,2022-12-05,$529.43
532,2023-08,2022-08-23,$544.15
533,2022-10,2021-05-15,$264.23
534,2022-03,2021-08-09,$973.86
535,2023-12,2021-08-07,$704.52
536,2021-07,2023-08-18,$698.45
537,2023-04,2023-06-26,$755.39
538,2021-06,2022-12-01,$103.21
539,2022-05,2022-12-13,$277.27
540,2023-01,2023-08-10,$927.35
541,2023-06,2021-05-25,$791.55
542,2021-12,2022-08-05,$768.07
543,2022-10,2021-05-12,$476.12
544,2021-02,2023-11-19,$344.52
545,2022-04,2022-03-16,$943.12
546,2021-10,2022-01-10,$597.24
547,2023-05,2021-01-26,$213.12
548,2023-01,2022-02-23,$448.15
549,2022-01,2023-05-06,$166.82
550,2021-02,2023-08-28,$889.27
551,2023-06,2022-12-11,$629.05
552,2022-10,2021-11-04,$514.27
553,2022-03,2023-03-25,$752.54
554,2022-06,2023-11-29,$839.58
555,2023-05,2023-05-03,$638.67
556,2022-08,2023-06-14,$109.81
557,2021-10,2022-09-02,$137.71
558,2023-06,2022-05-08,$791.55
559,2023-12,2023-04-13,$44.23
560,2022-07,2023-05-17,$998.14
561,2021-03,2022-06-29,$525.00
562,2023-12,2022-03-27,$253.55
563,2022-01,2022-08-25,$312.87
564,2021-01,2021-05-08,$426.30
565,2021-06,2021-02-15,$807.85
566,2023-06,2023-04-14,$458.88
567,2021-12,2022-11-08,$841.03
568,2022-08,2021-05-22,$882.34
569,2022-01,2023-09-19,$627.41
570,2021-07,2021-06-08,$900.67
571,2023-04,2022-05-22,$591.64
572,2022-08,2022-01-08,$395.07
573,2021-08,2022-08-30,$288.82
574,2023-08,2023-03-09,$219.96
575,2022-10,2023-12-12,$433.38
576,2022-07,2023-03-31,$116.21
577,2023-08,2022-02-06,$532.25
578,2022-08,2022-04-27,$486.67
579,2022-04,2023-06-10,$668.24
580,2021-09,2022-08-16,$40.45
581,2022-12,2022-05-13,$690.92
582,2023-03,2022-09-21,$871.03
583,2023-06,2021-02-01,$619.95
584,2023-11,2021-10-04,$904.82
585,2023-11,2023-02-18,$379.44
586,2023-01,2023-05-03,$502.84
587,2021-03,2023-09-24,$746.38
588,2022-11,2022-03-20,$842.87
589,2021-06,2022-03-19,$126.56
590,2023-03,2021-10-28,$960.54
591,2023-08,2021-01-12,$871.79
592,2021-02,2021-11-20,$716.35
593,2021-12,2023-07-28,$179.76
594,2021-08,2021-02-28,$80.29
595,2021-04,2021-01-29,$295.73
596,2023-07,2022-01-17,$508.85
597,2022-05,2021-03-31,$733.49
598,2021-02,2021-03-28,$802.16
599,2022-05,2022-01-13,$403.96
600,2023-05,2022-02-07,$910.08
601,2021-06,2021-11-20,$411.63
602,2021-09,2021-10-14,$256.27
603,2022-10,2022-07-28,$454.46
604,2023-12,2021-06-01,$375.07
605,2021-05,2023-09-20,$17.79
606,2021-10,2021-09-15,$955.75
607,2021-01,2023-03-14,$475.45
608,2022-12,2021-11-16,$410.38
609,2022-03,2023-11-17,$915.89
610,2022-11,2022-05-23,$967.08
611,2022-09,2021-01-13,$240.47
612,2021-12,2022-12-20,$994.05
613,2022-05,2021-02-25,$96.17
614,2021-05,2021-11-27,$956.81
615,2021-10,2022-03-12,$582.48
616,2022-12,2023-07-19,$615.12
617,2022-06,2022-07-25,$549.00
618,2022-01,2022-12-25,$361.64
619,2023-07,2021-01-27,$954.58
620,2021-06,2022-04-09,$945.07
621,2021-06,2021-11-22,$307.62
622,2023-01,2022-11-01,$139.92
623,2022-12,2023-08-02,$310.59
624,2022-07,2023-03-20,$856.11
625,2022-07,2021-09-22,$198.16
626,2023-06,2023-01-07,$274.29
627,2022-03,2023-07-10,$469.73
628,2023-08,2022-11-23,$557.24
629,2021-03,2023-02-01,$820.17
630,2021-07,2023-06-29,$764.85
631,2021-06,2021-09-02,$474.39
632,2022-03,2022-04-04,$451.43
633,2022-06,2022-06-18,$662.62
634,2022-09,2021-11-02,$680.59
635,2022-10,2021-07-23,$924.87
636,2021-05,2021-09-24,$112.10
637,2021-09,2023-11-08,$185.03
638,2023-06,2021-09-07,$832.69
639,2022-11,2021-02-27,$646.72
640,2022-05,2023-04-20,$833.83
641,2022-09,2023-03-10,$864.37
642,2021-06,2021-01-03,$995.86
643,2023-08,2022-03-14,$489.11
644,2021-08,2021-04-06,$229.04
645,2022-12,2023-08-28,$596.69
646,2023-09,2021-07-24,$525.07
647,2022-07,2022-01-02,$663.39
648,2022-12,2023-07-15,$804.97
649,2021-11,2021-07-16,$93.69
650,2023-01,2023-01-09,$694.50
651,2023-10,2022-06-21,$821.09
652,2023-03,2021-05-28,$128.39
653,2023-06,2021-01-22,$205.13
654,2023-09,2022-05-10,$393.63
655,2023-10,2022-09-05,$527.87
656,2022-12,2021-12-23,$896.02
657,2023-04,2021-03-15,$387.32
658,2023-06,2023-11-09,$92.48
659,2022-02,2021-11-08,$223.05
660,2021-10,2021-10-19,$309.55
661,2021-09,2021-11-20,$475.45
662,2023-04,2021-10-29,$793.10
663,2021-01,2023-08-11,$590.18
664,2023-02,2022-04-27,$464.86
665,2023-08,2021-05-15,$475.95
666,2021-06,2022-07-10,$351.05
667,2021-04,2021-10-20,$993.85
668,2021-01,2022-08-02,$56.15
669,2022-11,2022-05-17,$582.90
670,2023-10,2023-02-08,$480.28
671,2022-10,2021-09-11,$784.64
672,2023-11,2022-08-16,$782.31
673,2022-12,2022-03-15,$875.06
674,2022-01,2023-12-16,$548.00
675,2021-05,2022-05-22,$130.97
676,2022-09,2021-02-01,$633.94
677,2023-12,2022-02-17,$25.39
678,2022-12,2022-02-22,$377.44
679,2021-11,2023-07-15,$778.84
680,2021-07,2023-09-22,$76.42
681,2023-02,2021-09-19,$703.95
682,2022-05,2023-03-12,$323.22
683,2023-06,2022-09-01,$448.08
684,2022-06,2023-12-29,$650.54
685,2023-07,2021-08-07,$799.11
686,2021-04,2023-10-20,$166.93
687,2021-11,2022-11-27,$554.20
688,2023-06,2021-11-22,$290.29
689,2022-09,2022-11-18,$747.46
690,2023-05,2023-04-12,$978.18
691,2023-05,2021-11-27,$855.12
692,2023-03,2023-06-28,$602.33
693,2022-10,2023-04-19,$893.01
694,2023-09,2021-05-30,$727.86
695,2023-09,2021-04-05,$176.35
696,2023-02,2021-01-02,$26.54
697,2023-09,2022-09-16,$961.96
698,2023-03,2022-08-01,$63.50
699,2023-11,2023-10-10,$175.67
700,2021-10,2023-07-20,$289.29
701,2021-03,2022-10-29,$54.39
702,2022-07,2022-12-23,$368.59
703,2022-07,2022-10-25,$806.80
704,2022-07,2022-11-05,$365.02
705,2023-06,2022-02-08,$718.13
706,2022-08,2022-10-24,$684.84
707,2022-08,2021-11-16,$468.55
708,2022-02,2021-08-07,$250.89
709,2022-11,2021-03-23,$810.43
710,2022-11,2023-04-04,$760.22
711,2023-12,2023-07-08,$50.23
712,2022-03,2022-07-27,$794.69
713,2022-10,2021-09-04,$426.44
714,2023-05,2023-11-04,$83.64
715,2023-06,2023-03-21,$749.38
716,2022-01,2023-07-19,$474.63
717,2023-01,2023-01-03,$578.22
718,2022-09,2023-04-25,$402.95
719,2022-06,2023-12-21,$432.20
720,2023-02,2023-01-31,$565.34
721,2021-02,2023-01-11,$686.90
722,2023-01,2021-12-10,$11.03
723,2023-09,2022-01-23,$519.27
724,2023-11,2023-11-28,$795.74
725,2023-02,2023-11-04,$570.15
726,2022-05,2022-06-23,$437.89
727,2023-03,2023-11-02,$702.00
728,2021-07,2021-02-12,$905.27
729,2022-09,2022-08-21,$416.96
730,2023-12,2023-04-10,$497.28
731,2022-10,2021-05-27,$453.34
732,2023-05,2021-09-02,$474.22
733,2021-11,2021-02-05,$516.79
734,2023-08,2022-01-20,$620.91
